id,year,season,title,title_short1,twitter_account,public_url,sex,sequel,protcol,cln_title,vocabulary
34,2014,2,ブレイドアンドソウル,,bns_official_jp,http://www.tbs.co.jp/anime/blade/,0,0,http,ブレイドアンドソウル,"[1, 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
35,2014,2,僕らはみんな河合荘,河合荘,anime_kawaisou,http://www.tbs.co.jp/anime/kawaisou/,0,0,http,僕ら は みんな 河合 荘,"[1, 117, 86, 118, 119, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
36,2014,2,悪魔のリドル,悪魔のリドル,akuma_riddle,http://akuma-riddle.com,0,0,http,悪魔 の リドル,"[1, 121, 11, 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
37,2014,2,selector infected WIXOSS,selector,selector_anime,http://selector-wixoss.com,0,0,http,selector   infected   WIXOSS,"[1, 123, 124, 125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
38,2014,2,健全ロボダイミダラー,ダイミダラー,midara_anime,http://www.penguin-empire.com,0,0,http,健全 ロボダイミダラー,"[1, 126, 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
39,2014,2,神々の悪戯,,kamiaso_anime,http://www.kamiaso-anime.com/,0,0,http,神 々 の 悪戯,"[1, 79, 95, 11, 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
40,2014,2,金色のコルダ Blue Sky,金色のコルダ,corda_anime,http://www.ntv.co.jp/corda/,0,0,http,金色 の コルダ   Blue   Sky,"[1, 129, 11, 130, 131, 132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
41,2014,2,シドニアの騎士,シドニアの騎士,SIDONIA_anime,http://www.knightsofsidonia.com,0,0,http,シドニア の 騎士,"[1, 133, 11, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
42,2014,2,ブラック・ブレット,ブラブレ,tv_BKB,http://www.black-bullet.net/,0,0,http,ブラック・ブレット,"[1, 134, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
43,2014,2,一週間フレンズ,,1weekfriends,http://oneweekfriends.com/index.html,0,0,http,一 週間 フレンズ,"[1, 135, 136, 137, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
44,2014,2,ハイキュー!!,ハイキュー!!,animehaikyu_com,http://www.j-haikyu.com/anime/index.html,0,0,http,ハイ キュー !!,"[1, 138, 139, 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
45,2014,2,棺姫のチャイカ,チャイカ,ChaikaTrabant,http://chaika-anime.jp/,0,0,http,棺 姫 の チャイカ,"[1, 141, 142, 11, 143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
46,2014,2,キャプテン・アース,,CaptainEarth_PR,http://captain-earth.net/,0,0,http,キャプテン ・ アース,"[1, 144, 99, 145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
47,2014,2,極黒のブリュンヒルデ,,gokukoku_anime,http://www.vap.co.jp/gokukoku/,0,0,http,極 黒 の ブリュンヒルデ,"[1, 146, 147, 11, 148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
48,2014,2,M３ ～ソノ黒キ鋼～,M３,M3_anime,http://www.m3-project.com/,0,0,http,M ３   ～ ソノ 黒 キ 鋼 ～,"[1, 149, 150, 9, 151, 147, 152, 153, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
49,2014,3,グラスリップ,グラスリップ,glasslip_anime,http://www.glasslip.jp/,0,0,http,グラス リップ,"[1, 154, 155, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
50,2014,3,東京喰種,グール,tkg_anime,https://www.maql.co.jp/special/tokyoghoul/,0,0,https,東京 喰種,"[1, 156, 157, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
51,2014,3,美少女戦士セーラームーンCrystal,セーラームーン,sailormoon_20th,http://sailormoon-official.com/,0,0,http,美少女 戦士 セーラー ムーン Crystal,"[1, 158, 159, 160, 161, 162, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
52,2014,3,さばげぶっ！,さばげぶ,sabagebu_anime,http://sabagebu.com/,0,0,http,さば げ ぶっ ！,"[1, 163, 164, 165, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
53,2014,3,アカメが斬る！,アカメ,akame_tv,http://akame.tv/top.html,0,0,http,アカメ が 斬る ！,"[1, 166, 39, 167, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
54,2014,3,ひめゴト,ひめゴト,himegoto_anime,http://www.himegoto-tv.jp/,0,0,http,ひめ ゴト,"[1, 168, 169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
55,2014,3,アオハライド,アオハライド,aoha_anime,http://aoha-anime.com/,0,0,http,アオハライド,"[1, 170, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
56,2014,3,月刊少女野崎くん,野崎くん,nozaki_anime,http://www.nozakikun.tv/,0,0,http,月刊 少女 野崎 くん,"[1, 171, 172, 173, 174, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
57,2014,3,モモキュンソード,モモキュン,momokyun01,http://www.momokyun.com/,0,0,http,モモキュンソード,"[1, 175, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
58,2014,3,ヤマノススメ セカンドシーズン,ヤマノススメ,yamanosusume,http://www.yamanosusume.com/,0,0,http,ヤマノススメ   セカンド シーズン,"[1, 176, 177, 178, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
59,2014,3,LOVE STAGE!!,LOVE STAGE!!,LOVESTAGE_TV,http://lovestage-tv.jp/,0,0,http,LOVE   STAGE !!,"[1, 179, 180, 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
60,2014,3,黒執事Book of Circus,黒執事,kuroshitsuji2,http://www.kuroshitsuji.tv/,0,0,http,黒 執事 Book   of   Circus,"[1, 147, 181, 182, 183, 184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
61,2014,3,東京ESP,東京ESP,tokyoesp_anime,http://www.tokyo-esp.org/,0,0,http,東京 ESP,"[1, 156, 185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
62,2014,3,あいまいみー第二幕！,あいまいみー,anime_aimaimi,http://www.dreamcreation.co.jp/aimaimi/,0,0,http,あいまい み ー 第 二 幕 ！,"[1, 186, 187, 188, 72, 34, 189, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
63,2014,3,アルドノア・ゼロ,アルゼロ,aldnoahzero,http://www.aldnoahzero.com,0,0,http,アルドノア・ゼロ,"[1, 190, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
64,2014,3,残響のテロル,残響のテロル,zankyono_terror,http://terror-in-tokyo.com/,0,0,http,残響 の テロル,"[1, 191, 11, 192, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
65,2014,3,少年ハリウッド,少年ハリウッド,shohari_anime,http://www.starchild.co.jp/special/shonen-hollywood-anime/,0,0,http,少年 ハリウッド,"[1, 193, 194, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
66,2014,3,人生,人生,jinsei_anime,http://www.vap.co.jp/jinsei/,0,0,http,人生,"[1, 195, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
68,2014,3,スペース☆ダンディ シーズン2,スペース☆ダンディ,space_dandy,http://space-dandy.com/top.html,0,0,http,スペース ☆ ダンディ   シーズン 2,"[1, 196, 197, 198, 178, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
69,2014,3,精霊使いの剣舞,精霊使いの剣舞,blade_anime,http://www.bladedance.tv/,0,0,http,精霊 使い の 剣舞,"[1, 199, 200, 11, 201, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
70,2014,3,戦国BASARA Judge End,戦国BASARA,basara_je,http://www.ntv.co.jp/basara_je/,0,0,http,戦国 BASARA   Judge   End,"[1, 202, 203, 204, 205, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
71,2014,3,ソードアード・オンラインⅡ,ソードアード・オンライン,sao_anime,http://www.swordart-online.net/,0,0,http,ソードアード・オンライン Ⅱ,"[1, 206, 207, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
72,2014,3,DRAMAtical Murder,ドラマダ,dmmd_TV_PR,http://dmmd-anime.com/,0,0,http,DRAMAtical   Murder,"[1, 208, 209, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
73,2014,3,幕末Rock,幕末Rock,bakumatsu69,http://bakumatsu.maql.co.jp/anime/,0,0,http,幕末 Rock,"[1, 210, 211, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
74,2014,3,ハナヤマタ,ハナヤマタ,hanayamata_PR,http://hanayamata.com/,0,0,http,ハナヤマタ,"[1, 212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
75,2014,3,Re： ハマトラ,ハマトラ,hamatora_PR,http://hamatorapj.com/animation.html,0,0,http,Re ：   ハマ トラ,"[1, 213, 214, 215, 216, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
76,2014,3,ばらかもん,ばらかもん,brkmn_anime,http://www.barakamon.jp/,0,0,http,ばら かも ん,"[1, 217, 218, 219, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
77,2014,3,ペルソナ4 ザ・ゴールデン,ペルソナ4,P4_A,http://www.p4ga.jp/,0,0,http,ペルソナ 4   ザ・ゴールデン,"[1, 220, 221, 222, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
78,2014,3,プリズマ☆イリヤ 2wei!,プリヤツヴァイ！,prisma_illya,http://anime.prisma-illya.jp/,0,0,http,プリズマ ☆ イリヤ   2 wei !,"[1, 223, 197, 224, 73, 225, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
79,2014,3,普通の女子校生が 【ろこどる】やってみた。,ろこどる,locodol_anime,http://www.tbs.co.jp/anime/locodol/,0,0,http,普通 の 女子 校生 が   【 ろ こ どる 】 やっ て み た 。,"[1, 226, 11, 227, 228, 39, 229, 230, 231, 232, 233, 234, 235, 187, 236, 237, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
80,2014,3,フランチェスカ,フランチェスカ,francesca_hb,http://www.heart-bit.com/francesca/,0,0,http,フランチェスカ,"[1, 238, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
81,2014,3,Free! Eternal Summer,Free! ,iwatobi_sc,http://iwatobi-sc.com/,0,0,http,Free !   Eternal   Summer,"[1, 239, 25, 240, 241, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
82,2014,3,まじもじるるも,まじもじるるも,animerurumo,http://anime-rurumo.com/,0,0,http,まじ もじる る も,"[1, 242, 243, 244, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
83,2014,3,RAIL WARS!,RAIL WARS!,rw_anime,http://www.tbs.co.jp/anime/railwars/,0,0,http,RAIL   WARS !,"[1, 245, 246, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
84,2014,3,六畳間の侵略者！？,六畳間の侵略者,anime_6joma,http://corona106.tv/,0,0,http,六 畳 間 の 侵略 者 ！ ？,"[1, 247, 248, 249, 11, 250, 251, 42, 252, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
85,2014,3,白銀の意思 アルジェヴォルン,アルジェヴォルン,ARGEVOLLEN,http://www.argevollen.com/,0,0,http,白銀 の 意思   アルジェヴォルン,"[1, 253, 11, 254, 255, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
86,2014,4,天体のメソッド,天体のメソッド,sora_no_method,http://sora-no-method.jp/,0,0,http,天体 の メソッド,"[1, 256, 11, 257, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
87,2014,4,四月は君の嘘,四月は君の嘘,shigatsuhakimi,http://www.kimiuso.jp/,1,0,http,四月 は 君 の 嘘,"[1, 258, 86, 259, 11, 260, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
88,2014,4,Fate/stay night,Fate,Fate_SN_Anime,http://www.fate-sn.com/,0,0,http,Fate / stay   night,"[1, 261, 262, 263, 264, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
89,2014,4,大図書館の羊飼い,大図書館,daito_anime,http://www.daito-anime.com/,0,0,http,大 図書館 の 羊 飼い,"[1, 265, 266, 11, 267, 268, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
90,2014,4,PSYCHO-PASS サイコパス 2,サイコパス,psychopass_tv,http://psycho-pass.com/,0,2,http,PSYCHO - PASS   サイコパス   2,"[1, 269, 29, 270, 271, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
91,2014,4,甘城ブリリアントパーク,甘ブリ,amaburiANIME,http://www.tbs.co.jp/anime/amaburi/,0,0,http,甘 城 ブリリアントパーク,"[1, 272, 273, 274, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
92,2014,4,ログ・ホライズン(2期),ログホラ,nhk_loghorizon,http://www9.nhk.or.jp/anime/ronja/,0,2,http,ログ・ホライズン ( 2 期 ),"[1, 45, 275, 73, 74, 276, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
93,2014,4,オレん家のフロ事情,オレフロ,orefuroTV,http://www.orefuro.jp/,1,0,http,オレ ん 家 の フロ 事情,"[1, 277, 219, 278, 11, 279, 280, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
94,2014,4,棺姫のチャイカ(2期),チャイカ,ChaikaTrabant,http://chaika-anime.jp/,0,2,http,棺 姫 の チャイカ ( 2 期 ),"[1, 141, 142, 11, 143, 275, 73, 74, 276, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
95,2014,4,牙狼〈GARO〉-炎の刻印-,牙狼,anime_garo,http://garo-project.jp/ANIME/,0,0,http,牙 狼 〈 GARO 〉 - 炎 の 刻印 -,"[1, 281, 282, 283, 284, 285, 29, 286, 11, 287, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
